Education,Marital_Status,Income,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Member_Year,Age,Kids,Total_Transactions,Total_Purchases,Campaign_Acc
2,1,35322000.0,34,28000,9000,37000,12000,7000,13000,3,2,0,4,8,0,0,0,0,0,0,0,0,54,3,106000,6,0
2,1,77142000.0,54,476000,75000,162000,29000,151000,97000,1,4,4,8,2,0,0,0,0,0,0,0,1,74,0,990000,16,0
2,0,81657000.0,69,364000,40000,425000,158000,60000,50000,1,3,4,8,1,0,0,0,0,0,0,0,2,53,0,1097000,15,0
0,1,14421000.0,81,0,0,2000,3000,3000,8000,1,1,0,2,5,1,0,0,0,0,0,0,2,26,0,16000,3,1
1,1,20130000.0,99,0,6000,3000,7000,6000,12000,1,1,0,3,8,0,0,0,0,0,0,0,2,48,0,34000,4,0
4,1,74214000.0,3,863000,83000,547000,86000,99000,33000,1,8,2,5,5,0,0,0,0,0,0,0,0,32,0,1711000,15,0
3,1,66726000.0,61,349000,7000,35000,0,0,47000,3,8,2,4,7,0,1,0,0,0,0,0,2,65,2,438000,14,1
0,1,23724000.0,65,5000,23000,15000,0,18000,14000,2,2,0,3,8,0,0,0,0,0,0,0,1,43,1,75000,5,0
3,1,47353000.0,93,184000,2000,19000,8000,8000,4000,3,2,2,6,5,0,0,0,0,0,0,0,1,62,1,225000,10,0
3,1,33444000.0,24,8000,0,8000,0,0,2000,1,1,0,2,8,0,0,0,0,0,0,0,0,70,2,18000,3,0
2,1,54386000.0,8,277000,21000,64000,62000,21000,25000,2,3,2,10,3,0,0,0,0,0,0,0,1,41,1,470000,15,0
2,0,28510000.0,72,44000,5000,19000,0,4000,19000,3,2,0,4,5,0,0,0,0,0,0,0,1,41,2,91000,6,0
3,0,90638000.0,29,1156000,120000,915000,94000,144000,96000,1,3,4,10,1,0,0,1,0,0,0,0,2,31,0,2525000,17,1
2,1,48070000.0,33,373000,14000,83000,6000,9000,19000,3,8,2,6,7,0,0,0,0,0,1,0,1,72,1,504000,16,0
2,1,43140000.0,68,134000,8000,76000,6000,0,11000,1,4,1,5,6,0,0,0,0,0,0,0,1,65,1,235000,10,0
4,0,54959000.0,55,1148000,0,60000,0,0,24000,3,9,5,4,7,0,1,0,0,0,0,1,1,61,1,1232000,18,1
0,0,15056000.0,76,6000,12000,3000,21000,6000,40000,5,2,2,3,5,0,0,0,0,0,0,0,1,64,2,88000,7,0
2,0,26954000.0,17,4000,1000,11000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,0,2,51,1,17000,3,0
2,0,22327000.0,94,5000,4000,8000,2000,0,5000,1,1,0,3,5,0,0,0,0,0,0,0,1,37,1,24000,4,0
2,1,44393000.0,86,24000,2000,20000,2000,2000,10000,2,1,0,4,4,0,0,0,0,0,0,0,1,57,2,60000,5,0
4,0,62000000.0,25,899000,0,101000,0,0,20000,1,6,6,13,4,0,0,0,1,0,0,0,1,70,1,1020000,25,1
4,1,31497000.0,22,108000,1000,28000,13000,1000,4000,2,3,1,4,8,0,0,0,0,0,0,0,0,60,1,155000,8,0
1,1,45894000.0,15,27000,2000,7000,0,2000,13000,1,1,0,3,5,0,0,0,0,0,0,0,2,48,2,51000,4,0
3,0,78579000.0,35,816000,66000,549000,216000,66000,99000,1,5,6,4,3,0,0,0,0,0,0,1,0,52,0,1812000,15,0
3,0,67369000.0,81,1298000,0,70000,37000,14000,42000,4,7,4,10,4,0,1,1,0,0,0,1,0,53,1,1461000,21,2
2,0,58401000.0,55,10000,0,11000,17000,29000,29000,1,1,2,2,4,0,0,0,0,0,0,0,2,62,1,96000,5,0
2,0,62307000.0,94,87000,13000,34000,10000,6000,10000,1,4,0,4,5,0,0,0,0,0,0,0,2,70,1,160000,8,0
3,1,43641000.0,50,57000,2000,51000,4000,2000,23000,3,2,1,4,6,0,0,0,0,0,0,0,1,53,2,139000,7,0
3,0,63841000.0,64,635000,15000,100000,20000,7000,131000,1,9,3,9,6,0,0,0,0,0,0,0,1,54,1,908000,21,0
1,1,46891000.0,91,43000,12000,23000,29000,15000,61000,1,2,1,4,4,0,0,0,0,0,0,0,1,57,1,183000,7,0
3,1,70091000.0,11,964000,34000,137000,15000,0,11000,2,5,2,10,8,0,1,0,0,0,0,0,1,53,1,1161000,17,1
4,1,78075000.0,72,572000,8000,259000,34000,35000,80000,1,3,5,5,1,0,0,0,0,0,0,0,2,50,0,988000,13,0
1,0,59184000.0,6,341000,142000,113000,259000,151000,66000,3,6,6,12,5,0,0,0,0,0,0,0,0,61,1,1072000,24,0
2,1,54809000.0,0,63000,6000,57000,13000,13000,22000,4,2,1,5,4,0,0,0,0,0,0,0,1,45,2,174000,8,0
2,1,58113000.0,66,221000,104000,169000,102000,78000,84000,3,9,2,8,7,0,0,0,0,0,1,0,1,63,1,758000,19,0
3,1,51412000.0,42,140000,3000,29000,4000,5000,14000,2,3,2,4,4,0,0,0,0,0,0,0,1,64,1,195000,9,0
2,0,15287000.0,60,1000,2000,8000,4000,3000,13000,2,1,1,2,7,1,0,0,0,0,0,1,0,43,1,31000,4,1
3,1,66636000.0,64,291000,10000,689000,84000,10000,0,1,3,4,9,1,0,0,0,0,0,0,0,1,65,0,1084000,16,0
3,1,50965000.0,87,544000,13000,85000,8000,6000,29000,3,10,4,5,8,1,0,0,0,0,0,0,1,66,1,685000,19,1
4,1,84618000.0,96,684000,100000,801000,21000,66000,0,1,6,9,10,2,0,0,1,0,0,0,0,1,57,0,1672000,25,1
2,1,18351000.0,1,1000,12000,9000,0,14000,7000,1,2,0,3,7,0,0,0,0,0,0,0,1,32,0,43000,5,0
4,1,40451000.0,54,35000,0,4000,0,0,10000,1,1,1,2,5,1,0,0,0,0,0,0,2,65,2,49000,4,1
2,1,36317000.0,53,87000,3000,25000,3000,2000,13000,2,3,0,4,7,0,0,0,0,0,0,0,1,57,1,133000,7,0
2,1,42213000.0,96,309000,3000,24000,4000,3000,20000,2,5,1,7,7,0,1,0,0,0,0,0,1,65,1,363000,13,1
2,1,65748000.0,58,172000,73000,93000,95000,78000,34000,2,2,4,10,1,0,0,0,0,0,1,0,1,67,1,545000,16,0
2,1,77044000.0,12,625000,38000,242000,50000,34000,76000,2,7,11,11,4,1,0,0,0,0,0,0,1,50,1,1065000,29,1
2,1,74918000.0,78,972000,59000,913000,25000,19000,59000,1,5,9,6,3,0,0,1,0,0,0,0,1,53,0,2047000,20,1
2,1,56721000.0,64,157000,6000,39000,6000,13000,75000,5,4,1,5,6,0,0,0,0,0,0,0,0,50,2,296000,10,0
2,0,42160000.0,26,48000,9000,45000,3000,15000,20000,4,2,1,4,6,0,0,0,0,0,0,1,1,47,2,140000,7,0
2,0,61559000.0,8,279000,83000,88000,32000,14000,34000,1,4,2,10,3,0,0,0,0,0,0,0,1,57,1,530000,16,0
4,1,33629000.0,49,132000,0,16000,0,0,4000,5,3,1,4,9,0,0,0,0,0,0,0,0,59,2,152000,8,0
4,1,68682000.0,56,919000,0,505000,99000,30000,45000,1,4,9,10,2,0,0,0,0,0,0,0,1,31,0,1598000,23,0
2,0,34377000.0,55,62000,0,22000,3000,1000,26000,2,2,2,2,7,0,0,0,0,0,0,0,1,59,1,114000,6,0
0,0,8940000.0,25,1000,45000,3000,4000,6000,42000,3,3,1,3,8,0,0,0,0,0,0,0,0,36,1,101000,7,0
2,1,26228000.0,50,2000,6000,4000,3000,1000,9000,1,1,0,2,8,0,0,0,0,0,0,0,1,49,1,25000,3,0
1,0,77297000.0,84,408000,61000,109000,48000,122000,41000,1,5,7,9,4,0,0,0,1,0,0,0,1,65,0,789000,21,1
2,1,40211000.0,30,51000,1000,7000,2000,1000,25000,2,2,1,2,8,1,0,0,0,0,0,0,1,41,2,87000,5,1
4,0,33438000.0,81,62000,1000,16000,3000,2000,6000,4,2,1,4,5,0,0,0,0,0,0,0,1,64,2,90000,7,0
4,1,75032000.0,74,952000,12000,180000,47000,12000,12000,2,5,4,9,3,0,0,0,0,0,0,0,1,63,1,1215000,18,0
4,0,61284000.0,76,618000,15000,106000,20000,7000,45000,1,11,2,8,6,0,1,0,0,0,0,0,1,67,0,811000,21,1
2,1,22518000.0,36,11000,7000,12000,2000,2000,27000,2,2,1,2,5,1,0,0,0,0,0,1,0,36,1,61000,5,1
3,1,54730000.0,64,318000,3000,17000,4000,7000,56000,5,4,1,8,4,0,0,0,0,0,0,0,1,47,1,405000,13,0
3,1,38452000.0,62,56000,0,14000,0,0,2000,3,3,0,3,7,0,0,0,0,0,0,0,2,67,2,72000,6,0
2,0,44421000.0,53,110000,5000,59000,7000,1000,7000,5,5,0,4,8,0,0,0,0,0,0,0,1,51,2,189000,9,0
4,1,38197000.0,86,23000,0,11000,2000,1000,3000,1,1,0,3,5,0,0,0,0,0,0,0,1,36,1,40000,4,0
2,0,41986000.0,15,27000,5000,8000,8000,3000,12000,3,3,0,4,4,0,0,0,0,0,0,0,2,44,1,63000,7,0
2,1,28427000.0,67,18000,3000,19000,3000,3000,6000,2,2,0,3,8,0,0,0,0,0,0,0,1,39,1,52000,5,0
4,1,37395000.0,47,18000,0,9000,0,1000,11000,1,1,0,3,6,0,0,0,0,0,0,0,2,46,1,39000,4,0
2,1,64722000.0,47,303000,0,280000,60000,147000,15000,4,8,2,11,6,0,0,0,0,0,0,0,2,51,1,805000,21,0
3,1,55249000.0,81,97000,1000,19000,2000,0,11000,1,2,1,4,3,0,0,0,0,0,0,0,2,66,1,130000,7,0
2,1,84906000.0,98,997000,15000,414000,99000,30000,76000,1,5,6,12,2,0,1,1,0,1,0,0,1,50,0,1631000,23,3
2,1,28691000.0,56,5000,4000,13000,8000,0,4000,1,1,0,3,8,0,0,0,0,0,0,0,1,33,1,34000,4,0
2,0,44213000.0,48,95000,11000,35000,0,4000,7000,4,2,1,5,6,0,0,0,0,0,0,0,1,70,2,152000,8,0
0,0,25707000.0,18,1000,6000,2000,3000,6000,3000,1,1,0,3,7,0,0,0,0,0,0,0,2,38,1,21000,4,0
4,1,59062000.0,74,46000,1000,12000,3000,0,9000,2,2,0,3,4,0,0,0,0,0,0,0,1,55,3,71000,5,0
2,0,76624000.0,68,411000,106000,147000,54000,115000,66000,1,5,10,7,1,1,0,0,0,0,0,0,2,60,1,899000,22,1
3,1,66000000.0,36,244000,51000,270000,101000,0,45000,1,1,3,5,1,0,0,0,0,0,0,0,2,75,0,711000,9,0
4,1,27683000.0,90,152000,9000,121000,12000,12000,45000,4,6,2,4,8,0,0,0,0,0,0,0,0,44,1,351000,12,0
2,0,1730000.0,65,1000,1000,3000,1000,1000,1000,15,0,0,0,20,0,0,0,0,0,0,0,2,51,0,8000,0,0
0,0,7500000.0,63,10000,17000,18000,8000,26000,40000,4,3,2,2,9,0,0,0,0,0,0,0,0,30,1,119000,7,0
2,1,40521000.0,82,12000,0,5000,0,0,4000,1,0,1,2,5,0,0,0,0,0,0,0,1,54,2,21000,3,0
4,1,20427000.0,63,5000,0,4000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,0,2,49,1,10000,3,0
2,1,65106000.0,55,790000,19000,133000,12000,0,19000,3,8,3,13,6,0,1,0,0,0,0,0,2,47,1,973000,24,1
4,1,69969000.0,64,882000,29000,514000,38000,29000,44000,1,4,2,6,3,0,0,1,1,0,0,1,1,57,0,1536000,12,2
2,1,67433000.0,51,615000,28000,259000,12000,48000,30000,4,6,5,13,4,0,1,0,0,0,0,0,1,70,2,992000,24,1
4,1,77766000.0,97,1004000,59000,265000,115000,59000,27000,2,11,10,11,6,1,0,0,0,0,0,1,1,55,1,1529000,32,1
2,1,74716000.0,92,133000,27000,421000,13000,195000,71000,2,7,3,5,4,0,0,0,0,0,0,0,1,50,1,860000,15,0
2,0,68118000.0,51,595000,23000,123000,10000,23000,154000,2,8,9,4,6,0,0,0,0,0,0,0,1,59,1,928000,21,0
4,1,55158000.0,72,293000,0,87000,4000,11000,23000,4,7,2,5,7,0,0,0,0,0,0,1,0,52,2,418000,14,0
1,1,62972000.0,39,313000,15000,47000,20000,0,192000,2,7,4,3,6,0,0,0,0,0,0,1,0,67,1,587000,14,0
2,1,74190000.0,49,151000,81000,86000,168000,91000,64000,2,4,2,11,2,0,0,0,0,0,0,0,2,47,1,641000,17,0
2,1,39356000.0,21,15000,0,2000,0,0,6000,1,1,0,2,6,1,0,0,0,0,0,0,2,46,2,23000,3,1
2,1,76653000.0,91,736000,63000,946000,219000,189000,126000,1,4,7,11,2,0,0,1,1,0,0,0,1,53,0,2279000,22,2
4,0,35860000.0,37,15000,0,8000,4000,2000,20000,2,1,1,2,5,1,0,0,0,0,0,0,2,49,2,49000,4,1
4,0,90687000.0,98,982000,17000,672000,23000,34000,51000,1,6,2,8,2,0,0,1,0,0,0,1,1,39,0,1779000,16,1
3,1,73450000.0,85,1142000,51000,415000,90000,69000,37000,1,7,8,11,3,1,0,0,1,0,0,0,1,40,0,1804000,26,2
2,1,31454000.0,40,28000,0,11000,0,0,9000,3,2,0,3,8,0,0,0,0,0,0,0,1,62,2,48000,5,0
2,0,47139000.0,2,46000,0,12000,0,2000,23000,2,2,1,2,7,0,0,0,0,0,0,1,2,70,2,83000,5,0
2,0,83829000.0,78,897000,161000,430000,186000,161000,27000,0,4,7,6,1,1,0,1,1,0,0,1,1,47,0,1862000,17,3
4,1,53378000.0,41,489000,6000,152000,8000,6000,132000,10,9,4,6,8,0,0,0,0,0,0,1,0,59,2,793000,19,0
2,1,19656000.0,94,25000,4000,9000,6000,8000,32000,3,2,1,3,7,0,0,0,0,0,0,0,1,52,1,84000,6,0
4,1,45579000.0,10,145000,1000,33000,2000,1000,1000,1,4,1,4,6,0,0,0,0,0,0,0,1,74,1,183000,9,0
1,0,85485000.0,73,630000,26000,611000,44000,18000,54000,1,6,6,6,2,0,0,0,0,0,0,0,2,64,0,1383000,18,0
2,1,55956000.0,22,760000,38000,104000,50000,9000,38000,2,7,3,4,4,0,1,0,0,0,0,0,2,78,0,999000,14,1
3,0,64191000.0,30,420000,15000,186000,151000,38000,15000,3,5,3,13,3,0,0,0,0,0,0,0,1,59,1,825000,21,0
2,0,38808000.0,21,125000,17000,52000,3000,19000,30000,4,5,1,4,8,1,0,0,0,0,0,1,0,50,1,246000,10,1
3,1,57183000.0,51,464000,5000,64000,7000,0,70000,8,9,1,7,8,0,0,0,0,0,0,0,1,56,2,610000,17,0
3,0,23748000.0,97,6000,6000,29000,12000,15000,8000,3,2,1,3,8,0,0,0,0,0,0,0,0,54,1,76000,6,0
2,1,66303000.0,56,1090000,12000,96000,16000,12000,60000,4,3,4,11,8,0,1,0,0,0,0,0,1,51,1,1286000,18,1
3,1,37368000.0,4,3000,2000,11000,2000,2000,10000,1,1,0,2,6,1,0,0,0,0,0,0,1,47,1,30000,3,1
2,1,40800000.0,77,24000,0,27000,8000,30000,10000,2,3,0,3,7,0,0,0,0,0,1,0,1,58,3,99000,6,0
2,0,71847000.0,95,737000,21000,106000,55000,63000,210000,0,6,7,9,3,0,0,0,1,0,0,0,0,44,0,1192000,22,1
2,1,46149000.0,36,254000,6000,71000,4000,0,27000,5,5,1,7,5,0,0,0,0,0,0,0,1,47,1,362000,13,0
2,1,78687000.0,13,817000,185000,687000,145000,55000,241000,1,4,6,8,2,0,0,1,0,0,0,1,0,39,0,2130000,18,1
1,0,49118000.0,90,620000,54000,239000,99000,98000,119000,2,9,7,10,7,0,1,0,0,1,0,1,0,51,0,1229000,26,2
4,1,37633000.0,49,13000,4000,20000,0,0,1000,2,1,0,3,9,0,0,0,0,0,0,0,0,65,2,38000,4,0
3,1,39767000.0,18,113000,61000,204000,34000,26000,47000,2,7,1,7,8,0,0,0,0,0,0,0,1,71,0,485000,15,0
0,1,26997000.0,89,7000,23000,78000,133000,49000,144000,2,4,2,5,7,0,0,0,0,0,0,0,0,71,0,434000,11,0
2,0,33986000.0,43,16000,2000,18000,2000,1000,5000,1,1,0,3,7,0,0,0,0,0,0,0,1,52,1,44000,4,0
4,1,57091000.0,82,462000,0,24000,6000,0,4000,2,9,2,5,7,0,1,0,0,0,0,1,0,50,1,496000,16,1
1,1,46831000.0,84,22000,2000,10000,6000,4000,34000,2,1,2,2,4,0,0,0,0,0,0,0,1,53,2,78000,5,0
3,1,83151000.0,80,968000,147000,842000,137000,42000,210000,1,5,7,10,2,1,0,1,1,0,0,1,1,50,0,2346000,22,3
2,1,52531000.0,68,283000,112000,151000,51000,72000,125000,2,7,2,10,6,0,0,0,0,0,0,0,0,51,0,794000,19,0
2,1,15759000.0,12,1000,2000,5000,6000,0,3000,1,1,0,2,7,0,0,0,0,0,0,0,1,66,0,17000,3,0
2,0,22804000.0,75,14000,1000,7000,2000,1000,1000,1,2,0,2,9,0,0,0,0,0,0,0,1,51,1,26000,4,0
1,1,43050000.0,10,30000,5000,24000,6000,3000,8000,2,2,0,4,5,0,0,0,0,0,0,0,2,49,1,76000,6,0
4,0,42997000.0,91,4000,0,5000,0,1000,5000,1,1,0,2,7,0,0,0,0,0,0,0,1,45,2,15000,3,0
4,0,48918000.0,21,52000,0,9000,0,0,1000,2,1,0,4,4,0,0,0,0,0,0,0,2,59,2,62000,5,0
3,1,60033000.0,28,62000,1000,57000,19000,11000,48000,2,2,1,5,2,0,0,0,0,0,0,0,2,68,1,198000,8,0
4,1,34043000.0,97,20000,2000,14000,3000,0,10000,1,2,0,2,9,0,0,0,0,0,0,0,1,44,1,49000,4,0
2,1,57811000.0,49,545000,7000,114000,37000,21000,78000,5,7,2,11,5,0,1,0,0,0,0,0,1,56,1,802000,20,1
2,1,78569000.0,14,558000,79000,622000,207000,175000,95000,1,4,6,4,1,0,0,1,0,0,0,1,2,76,0,1736000,14,1
2,0,7500000.0,5,6000,5000,4000,13000,4000,25000,4,2,1,3,6,0,0,0,0,0,0,0,0,44,2,57000,6,0
2,1,94384000.0,62,1111000,24000,790000,160000,45000,172000,0,5,8,5,2,0,1,1,1,0,0,1,1,69,0,2302000,18,3
1,1,23148000.0,83,4000,6000,8000,6000,3000,10000,1,2,0,3,7,0,0,0,0,0,0,0,2,37,0,37000,5,0
2,0,44267000.0,48,183000,5000,65000,3000,5000,49000,5,5,2,4,9,0,0,0,0,0,0,0,1,52,2,310000,11,0
2,1,71626000.0,94,546000,72000,376000,94000,145000,72000,1,5,5,8,3,0,1,0,0,0,0,0,0,43,0,1305000,18,1
2,1,60894000.0,61,606000,7000,155000,10000,0,54000,5,10,3,8,7,0,0,0,0,0,0,0,1,56,1,832000,21,0
2,1,50200000.0,70,266000,6000,51000,8000,6000,64000,6,7,1,5,8,0,0,0,0,0,0,0,1,46,2,401000,13,0
4,1,81051000.0,43,1142000,29000,249000,38000,29000,14000,1,5,5,12,2,0,1,1,0,0,0,0,2,57,0,1501000,22,2
2,1,65169000.0,23,1074000,0,69000,0,0,46000,1,10,4,13,6,1,0,1,1,1,0,1,2,40,0,1189000,27,4
2,1,59868000.0,37,771000,51000,154000,54000,10000,154000,7,11,2,12,6,0,0,0,0,0,0,0,1,50,1,1194000,25,0
4,1,65695000.0,50,371000,32000,189000,0,58000,6000,2,5,4,10,4,0,0,0,0,0,0,0,2,62,1,656000,19,0
3,0,64857000.0,78,556000,14000,717000,210000,0,43000,1,7,5,10,4,0,0,0,0,0,0,0,0,66,0,1540000,22,0
3,1,45143000.0,74,202000,5000,74000,11000,5000,14000,3,6,1,5,7,0,0,0,0,0,0,0,1,57,1,311000,12,0
1,1,74805000.0,14,209000,162000,209000,41000,162000,37000,5,4,7,10,2,0,0,0,0,0,0,0,1,67,1,820000,21,0
1,1,59060000.0,77,35000,40000,111000,36000,40000,12000,3,3,1,7,4,0,0,0,0,0,0,0,2,33,1,274000,11,0
4,0,27238000.0,39,37000,0,17000,0,0,3000,3,3,0,3,9,0,0,0,0,0,0,0,1,60,2,57000,6,0
2,1,47009000.0,89,171000,45000,73000,59000,10000,90000,4,3,2,8,4,0,0,0,0,0,0,0,1,57,1,448000,13,0
1,1,46094000.0,62,12000,2000,20000,3000,2000,5000,1,1,0,3,7,0,0,0,0,0,0,0,2,49,2,44000,4,0
2,1,40321000.0,59,44000,4000,21000,6000,0,27000,2,3,0,3,7,0,0,0,0,0,0,0,1,50,2,102000,6,0
2,1,37235000.0,68,20000,2000,9000,4000,6000,20000,1,1,1,2,4,0,0,0,0,0,0,0,2,38,1,61000,4,0
3,1,81843000.0,13,779000,86000,537000,34000,69000,138000,1,5,9,12,3,0,0,0,0,0,0,0,1,62,0,1643000,26,0
3,1,46692000.0,37,170000,6000,97000,24000,12000,88000,3,6,1,5,6,0,0,0,0,0,0,0,1,64,1,397000,12,0
2,1,77382000.0,36,491000,48000,231000,112000,105000,134000,2,5,7,12,1,0,0,1,0,0,0,0,2,54,1,1121000,24,1
2,0,37774000.0,28,173000,8000,107000,7000,2000,176000,4,7,2,3,9,1,0,0,0,0,1,1,0,45,2,473000,12,1
0,1,18393000.0,2,7000,10000,13000,16000,0,4000,2,3,0,3,8,0,0,0,0,0,0,0,2,48,1,50000,6,0
3,1,72828000.0,17,1205000,0,235000,19000,14000,205000,6,6,3,13,7,0,0,0,0,0,0,0,1,60,1,1678000,22,0
2,1,24711000.0,86,10000,7000,25000,6000,3000,7000,1,3,0,3,7,0,0,0,0,0,0,0,2,40,0,58000,6,0
4,1,45503000.0,54,97000,4000,44000,6000,1000,18000,1,3,1,4,5,0,0,0,0,0,0,0,1,47,1,170000,8,0
3,0,6560000.0,2,67000,11000,26000,4000,3000,262000,0,1,0,1,17,0,0,0,0,0,0,0,1,40,0,373000,2,0
4,1,71604000.0,3,345000,53000,528000,98000,75000,97000,1,8,3,5,4,1,0,0,0,0,0,1,1,77,0,1196000,16,1
2,1,27244000.0,84,6000,5000,17000,3000,24000,46000,2,2,2,2,7,0,0,0,0,0,0,0,2,43,1,101000,6,0
2,1,48752000.0,8,73000,57000,100000,71000,15000,0,5,6,1,5,9,0,0,0,0,0,0,1,0,53,2,316000,12,0
2,1,71434000.0,4,711000,36000,217000,172000,96000,168000,3,7,4,7,4,0,1,0,1,0,0,0,1,60,1,1400000,18,2
2,0,90842000.0,57,774000,70000,118000,182000,187000,93000,1,4,9,13,1,0,0,0,0,0,0,0,1,74,0,1424000,26,0
3,1,88097000.0,24,163000,0,480000,0,126000,75000,1,6,5,8,9,0,1,1,1,0,0,1,0,44,1,844000,19,3
2,1,51948000.0,51,82000,33000,54000,71000,30000,41000,2,5,2,4,5,0,0,0,0,0,0,0,1,47,1,311000,11,0
2,1,71853000.0,29,358000,108000,413000,141000,97000,32000,1,2,8,6,1,0,0,0,0,0,0,0,1,40,0,1149000,16,0
3,1,35876000.0,13,66000,2000,40000,4000,3000,14000,1,3,1,3,6,0,0,0,0,0,0,0,2,39,0,129000,7,0
2,0,40049000.0,23,13000,6000,7000,0,3000,3000,1,1,0,3,6,0,0,0,0,0,0,0,1,70,1,32000,4,0
2,0,39660000.0,36,139000,13000,78000,20000,13000,36000,3,7,1,3,9,0,0,0,0,0,0,1,0,40,1,299000,11,0
2,1,50127000.0,88,274000,0,21000,4000,6000,15000,1,5,1,6,6,0,1,0,0,0,0,0,2,60,1,320000,12,1
3,1,43263000.0,2,262000,6000,61000,0,10000,102000,3,5,2,6,5,0,0,0,0,0,0,0,0,45,1,441000,13,0
3,1,62845000.0,3,1099000,0,45000,0,0,34000,11,3,4,10,8,0,1,0,0,0,0,1,0,73,2,1178000,17,1
2,1,18929000.0,15,32000,0,8000,23000,4000,18000,1,1,0,4,6,0,0,0,0,0,0,0,1,32,0,85000,5,0
0,0,24367000.0,58,2000,4000,2000,0,11000,5000,1,1,0,2,9,0,0,0,0,0,0,0,1,40,1,24000,3,0
2,0,33249000.0,11,6000,10000,21000,19000,14000,42000,2,2,1,3,6,0,0,0,0,0,0,0,1,47,1,112000,6,0
1,1,26887000.0,27,6000,7000,4000,3000,4000,6000,1,1,0,3,6,0,0,0,0,0,0,0,1,63,1,30000,4,0
4,1,50150000.0,32,135000,46000,92000,65000,61000,11000,2,5,2,7,5,0,0,0,0,0,0,0,1,39,0,410000,14,0
2,1,62061000.0,12,641000,7000,84000,0,30000,38000,3,10,4,7,6,0,1,0,0,0,0,0,1,46,1,800000,21,1
4,0,85696000.0,88,714000,76000,395000,116000,0,12000,1,4,6,9,1,0,0,0,0,0,0,1,1,60,0,1313000,19,0
4,1,76542000.0,91,794000,73000,573000,0,29000,14000,1,4,8,10,2,0,0,0,0,0,0,0,1,66,0,1483000,22,0
2,0,70515000.0,12,420000,0,452000,182000,64000,140000,1,6,6,4,2,0,0,0,0,0,0,1,1,29,0,1258000,16,0
2,1,18227000.0,21,1000,2000,7000,4000,3000,11000,1,0,1,2,8,0,0,0,0,0,0,0,0,35,1,28000,3,0
2,1,69139000.0,23,86000,12000,75000,33000,15000,6000,1,4,1,5,4,0,0,0,0,0,0,0,2,57,1,227000,10,0
2,1,69109000.0,10,823000,25000,459000,124000,29000,95000,1,6,6,7,4,0,0,1,0,0,0,1,0,40,0,1555000,19,1
2,0,69627000.0,35,231000,161000,215000,171000,30000,53000,2,8,2,11,5,0,0,0,0,0,0,0,1,60,1,861000,21,0
2,1,38136000.0,69,8000,15000,27000,0,20000,33000,2,3,1,2,8,1,0,0,0,0,0,0,1,44,1,103000,6,1
4,0,62159000.0,68,182000,17000,259000,77000,70000,29000,1,6,2,10,4,0,0,0,0,0,0,0,2,76,0,634000,18,0
2,0,80695000.0,85,557000,129000,984000,193000,37000,18000,1,5,8,5,2,0,0,0,0,0,0,0,1,59,0,1918000,18,0
3,0,33316000.0,34,79000,1000,31000,4000,4000,12000,3,2,1,4,6,0,0,0,0,0,0,0,1,51,2,131000,7,0
2,1,58554000.0,55,368000,24000,68000,38000,0,88000,6,8,2,6,7,0,0,0,0,0,0,0,0,54,2,586000,16,0
0,1,17256000.0,10,6000,4000,14000,8000,8000,22000,2,2,1,2,8,1,0,0,0,0,0,0,1,30,1,62000,5,1
2,0,53034000.0,30,160000,15000,196000,15000,11000,50000,8,6,1,7,8,0,0,0,0,0,0,0,1,48,2,447000,14,0
1,1,52203000.0,36,488000,21000,238000,56000,108000,28000,1,8,7,11,6,0,0,0,0,0,0,0,0,72,0,939000,26,0
1,0,59601000.0,14,691000,7000,69000,0,7000,23000,4,2,2,7,8,0,1,0,0,0,0,0,1,45,1,797000,11,1
3,0,75154000.0,79,543000,10000,205000,160000,143000,82000,1,6,3,6,3,0,0,0,0,0,0,1,0,64,1,1143000,15,0
2,0,47025000.0,52,254000,7000,108000,20000,0,26000,3,6,3,5,6,0,0,0,0,0,0,0,1,46,1,415000,14,0
2,1,37971000.0,97,5000,4000,10000,2000,2000,7000,1,1,0,3,8,0,0,0,0,0,0,0,1,49,1,30000,4,0
3,0,41335000.0,24,112000,19000,21000,16000,14000,5000,3,4,1,4,7,0,0,0,0,0,0,0,1,54,1,187000,9,0
2,1,67267000.0,0,134000,11000,59000,15000,2000,30000,1,3,2,5,2,0,0,0,0,0,0,0,2,64,1,251000,10,0
2,0,57338000.0,96,143000,6000,52000,11000,8000,17000,2,4,1,5,5,0,0,0,0,0,0,0,2,47,1,237000,10,0
1,1,50523000.0,89,51000,4000,24000,4000,7000,1000,2,2,0,4,6,0,0,0,0,0,0,0,1,62,2,91000,6,0
3,0,35791000.0,94,27000,0,5000,0,0,3000,2,1,0,3,8,0,0,0,0,0,0,0,1,57,3,35000,4,0
4,0,50611000.0,98,459000,0,24000,6000,0,4000,6,4,5,7,6,0,1,0,0,0,0,0,0,62,1,493000,16,1
